X,Y,Linha
205038.626539894,7230393.614089875,18662075
205039.194371999,7230393.464153241,18662075
205038.790719165,7230392.282081207,18662075
205039.353783209,7230392.133079977,18662075
205039.926257794,7230391.981588475,18662075
205039.50822664,7230390.806188748,18662075
205040.081372666,7230390.654832794,18662075
205039.750594163,7230389.461207706,18662075
205040.250243134,7230389.32946727,18662075
205040.817242907,7230389.179968718,18662075
205040.510787477,7230387.979666934,18662075
205041.010987902,7230387.847914107,18662075
205041.577045436,7230387.698814512,18662075
205041.262794614,7230386.508606866,18662075
205041.822344135,7230386.361944513,18662075
205042.328603226,7230386.229250005,18662075
205042.008831035,7230385.051240006,18662075
205042.577345056,7230384.903285413,18662075
205043.080080596,7230384.772449533,18662075
205042.799785644,7230383.587750051,18662075
205043.366817619,7230383.440739308,18662075
205043.393169339,7230382.14875426,18662075
205043.593527864,7230382.133546499,18662075
205044.159108672,7230381.987864911,18662075
205044.173429505,7230380.728939396,18662075
205044.679369512,7230380.598498804,18662075
205045.249730451,7230380.451449319,18662075
205044.947561912,7230379.259929839,18662075
205045.453560475,7230379.128617524,18662075
205046.025764458,7230378.980124161,18662075
205045.752404079,7230377.802097706,18662075
205046.260211325,7230377.671596,18662075
205046.826188441,7230377.526145182,18662075
205046.545782323,7230376.356488948,18662075
205047.055864902,7230376.22602965,18662075
205047.617740481,7230376.082323717,18662075
205047.351123517,7230374.913349286,18662075
205047.920553828,7230374.768184621,18662075
205048.427236997,7230374.639016062,18662075
205048.170941005,7230373.473081976,18662075
205048.737866283,7230373.328984408,18662075
205049.245280067,7230373.200013104,18662075
205049.00056858,7230372.030346476,18662075
205049.56617128,7230371.886657341,18662075
205049.309159859,7230370.726453634,18662075
205049.814039001,7230370.598502018,18662075
205050.373626409,7230370.456685675,18662075
205050.141357137,7230369.296491622,18662075
205050.64403923,7230369.169549483,18662075
205051.20448293,7230369.028020825,18662075
205050.972487058,7230367.873330548,18662075
205051.536670672,7230367.731280031,18662075
205052.038513554,7230367.604925703,18662075
205051.794100706,7230366.447661191,18662075
205052.362281472,7230366.304326825,18662075
205052.868024792,7230366.176743489,18662075
205052.627296755,7230365.006617673,18662075
205053.191634624,7230364.863582705,18662075
205053.699538707,7230364.734851235,18662075
205053.438398825,7230363.576019377,18662075
205054.000848907,7230363.433819262,18662075
205054.510030736,7230363.305086569,18662075
205054.243006959,7230362.177149101,18662075
205054.808288191,7230362.036316762,18662075
205054.84019235,7230360.82993172,18662075
205055.087095563,7230360.768322356,18662075
205055.653885958,7230360.626892055,18662075
205055.66156495,7230359.404329391,18662075
205056.220962181,7230359.26303767,18662075
205056.789708669,7230359.119384528,18662075
205056.536512504,7230357.975124014,18662075
205057.042214063,7230357.848041171,18662075
205057.600819785,7230357.707663509,18662075
205057.387481905,7230356.570466679,18662075
205057.886712253,7230356.446169148,18662075
205058.447958793,7230356.30643093,18662075
205058.240673778,7230355.154303783,18662075
205058.746755809,7230355.02788779,18662075
205059.312010509,7230354.886690851,18662075
205059.044221352,7230353.713806229,18662075
205059.546153375,7230353.585888523,18662075
205060.113758746,7230353.44123392,18662075
205059.861595004,7230352.273733144,18662075
205060.36747306,7230352.144819757,18662075
205060.141438217,7230351.002151167,18662075
205060.700686783,7230350.86204196,18662075
205061.205563961,7230350.735554483,18662075
205060.9782461,7230349.585100085,18662075
205061.533848361,7230349.445444333,18662075
205062.094106507,7230349.304618283,18662075
205061.747261683,7230348.157292139,18662075
205062.303621465,7230348.014996734,18662075
205062.869305712,7230347.870316491,18662075
205062.527135391,7230346.719549439,18662075
205063.09535225,7230346.574035319,18662075
205063.662008073,7230346.428920963,18662075
205063.325257364,7230345.294627276,18662075
205063.890455787,7230345.151221002,18662075
205063.895807213,7230343.898851778,18662075
205064.113176552,7230343.842850992,18662075
205064.680838927,7230343.696604337,18662075
205064.644810674,7230342.433126642,18662075
205064.894420973,7230342.36798579,18662075
205065.464285995,7230342.219267993,18662075
205065.422150399,7230340.965832067,18662075
205065.993051107,7230340.817284064,18662075
205066.565520224,7230340.668327964,18662075
205066.214982337,7230339.506381944,18662075
205066.784327463,7230339.359035457,18662075
205067.347416048,7230339.213308162,18662075
205066.940527605,7230338.043019868,18662075
205067.511332349,7230337.893602681,18662075
205068.072728223,7230337.746648415,18662075
205067.737592352,7230336.53459432,18662075
205068.246414261,7230336.399672329,18662075
205068.81509757,7230336.248877163,18662075
205068.480133097,7230335.030361939,18662075
205068.995616994,7230334.893180296,18662075
205069.571187972,7230334.740008154,18662075
205069.136863617,7230333.553445531,18662075
205069.707237847,7230333.402275621,18662075
205070.279196449,7230333.250685793,18662075
205069.942936901,7230332.030479202,18662075
205070.458238355,7230331.893491354,18662075
205071.027448268,7230331.742172469,18662075
205070.666840496,7230330.514553951,18662075
205071.181232557,7230330.377066144,18662075
205071.760918967,7230330.222126324,18662075
205071.404886001,7230328.980103132,18662075
205071.920181149,7230328.841667655,18662075
205071.543964444,7230327.602834155,18662075
205072.122043842,7230327.446833869,18662075
205072.629859446,7230327.309794945,18662075
205072.231663778,7230326.068465159,18662075
205072.805106382,7230325.913182694,18662075
205073.380150781,7230325.757466478,18662075
205073.230189075,7230324.449930293,18662075
205073.805197971,7230324.293875564,18662075
205074.37860962,7230324.13825432,18662075
205073.990990531,7230322.886453165,18662075
205074.50801194,7230322.745945004,18662075
205074.103009604,7230321.492351891,18662075
205074.644743264,7230321.344262561,18662075
205075.226545982,7230321.185219879,18662075
205074.825330508,7230319.918595627,18662075
205075.345795783,7230319.77577599,18662075
205075.933937657,7230319.61438538,18662075
205075.501003387,7230318.345464843,18662075
205076.026025857,7230318.200654798,18662075
205076.614051023,7230318.038467548,18662075
205076.167622547,7230316.758828592,18662075
205076.689951657,7230316.613889439,18662075
205077.27878851,7230316.450495302,18662075
205076.813583506,7230315.162558444,18662075
205077.340807198,7230315.015686336,18662075
205077.93332175,7230314.850625731,18662075
205077.458220989,7230313.555132792,18662075
205078.051658471,7230313.38892453,18662075
205078.579703394,7230313.241031228,18662075
205078.117778386,7230311.939020871,18662075
205078.70844496,7230311.773613072,18662075
205079.238404135,7230311.62520552,18662075
205078.695998639,7230310.338319151,18662075
205079.288727792,7230310.172117864,18662075
205079.823830498,7230310.022075035,18662075
205079.346791888,7230308.701963427,18662075
205079.947582247,7230308.532408872,18662075
205079.749014237,7230307.124476146,18662075
205079.957458567,7230307.065367891,18662075
205080.551359475,7230306.896956278,18662075
205080.357954564,7230305.491540144,18662075
205080.891384087,7230305.340657106,18662075
205081.497704601,7230305.169156509,18662075
205080.990079574,7230303.861443678,18662075
205081.518204091,7230303.712396408,18662075
205082.11729534,7230303.543320911,18662075
205081.620585896,7230302.214301011,18662075
205082.157536493,7230302.061839935,18662075
205082.757462778,7230301.891497622,18662075
205082.238921439,7230300.558063481,18662075
205082.809148206,7230300.395046167,18662075
205082.291167177,7230299.07032224,18662075
205082.82007462,7230298.919648709,18662075
205083.421934814,7230298.748192621,18662075
205082.898266986,7230297.418004599,18662075
205083.427811358,7230297.266787549,18662075
205084.032056346,7230297.09423894,18662075
205083.481294849,7230295.757519934,18662075
205084.084266678,7230295.584367346,18662075
205084.615614782,7230295.431782606,18662075
205084.057274653,7230294.094880494,18662075
205084.664865037,7230293.92029462,18662075
205085.205687247,7230293.764894007,18662075
205084.656445678,7230292.422964071,18662075
205085.265189992,7230292.248066846,18662075
205085.805366951,7230292.092869584,18662075
205085.25351514,7230290.741746944,18662075
205085.856405682,7230290.567798676,18662075
205086.402356561,7230290.410278855,18662075
205085.860696565,7230289.058402162,18662075
205086.469195463,7230288.883021529,18662075
205087.013994751,7230288.726000302,18662075
205086.430345632,7230287.378093968,18662075
205087.030897764,7230287.204399241,18662075
205086.714246323,7230285.702710761,18662075
205087.00951364,7230285.689965907,18662075
205087.620923971,7230285.512812352,18662075
205087.280236258,7230283.991371966,18662075
205087.589197795,7230283.997524073,18662075
205088.196303274,7230283.82138848,18662075
205087.91183361,7230282.381375726,18662075
205088.454777854,7230282.223923931,18662075
205089.066640717,7230282.046485994,18662075
205088.504398691,7230280.687185907,18662075
205089.05016821,7230280.528815841,18662075
205089.658071488,7230280.352415953,18662075
205089.073531529,7230278.983920348,18662075
205089.613307949,7230278.826160545,18662075
205090.227072414,7230278.646776347,18662075
205089.609737246,7230277.273377405,18662075
205090.146741521,7230277.115140312,18662075
205090.75781535,7230276.935077413,18662075
205090.126196846,7230275.578622905,18662075
205090.671053214,7230275.418654513,18662075
205090.079868401,7230274.056831388,18662075
205090.685992418,7230273.879450799,18662075
205091.226634893,7230273.721233211,18662075
205090.581130357,7230272.36056408,18662075
205091.19613132,7230272.179352437,18662075
205091.742238733,7230272.018440459,18662075
205091.10047306,7230270.637594167,18662075
205091.706737565,7230270.457219345,18662075
205092.275952572,7230270.287867429,18662075
205091.608424519,7230268.92798777,18662075
205092.219138345,7230268.747078789,18662075
205092.764238289,7230268.585606311,18662075
205092.136682341,7230267.215586158,18662075
205092.748694605,7230267.034525129,18662075
205093.291771422,7230266.873858337,18662075
205092.639073632,7230265.487613804,18662075
205093.184690509,7230265.324451579,18662075
205093.790931483,7230265.143160217,18662075
205093.08115133,7230263.763765546,18662075
205093.691812825,7230263.580020734,18662075
205093.266628349,7230262.047799211,18662075
205093.572840705,7230262.029327095,18662075
205094.184976907,7230261.845430497,18662075
205093.699413788,7230260.393892305,18662075
205094.309362657,7230260.209937034,18662075
205094.921001136,7230260.025472191,18662075
205094.116712968,7230258.650186206,18662075
205094.732243515,7230258.462627256,18662075
205095.34946508,7230258.274553034,18662075
205094.544936162,7230256.906817858,18662075
205095.159069298,7230256.719630353,18662075
205095.768140897,7230256.533985602,18662075
205095.069175415,7230255.157505118,18662075
205095.613357035,7230254.993386547,18662075
205096.228299114,7230254.807927479,18662075
205095.511695903,7230253.420003785,18662075
205096.057726295,7230253.254378987,18662075
205096.662741451,7230253.070862619,18662075
205095.886673698,7230251.681183734,18662075
205096.499299813,7230251.493476576,18662075
205095.754964867,7230250.092906514,18662075
205096.29999551,7230249.925788221,18662075
205096.912731823,7230249.737909892,18662075
205096.117466684,7230248.37034323,18662075
205096.664686503,7230248.203767296,18662075
205097.277775375,7230248.017140555,18662075
205096.544331934,7230246.618123,18662075
205097.086896402,7230246.45263435,18662075
205097.704063484,7230246.264391012,18662075
205096.916608317,7230244.865817033,18662075
205097.471400026,7230244.695645288,18662075
205098.092562522,7230244.505115571,18662075
205097.667759286,7230242.988726335,18662075
205098.220944227,7230242.818347685,18662075
205098.838809254,7230242.628047838,18662075
205098.042114391,7230241.224053055,18662075
205098.58467281,7230241.056541411,18662075
205099.200366064,7230240.866449828,18662075
205098.415120919,7230239.450177542,18662075
205098.968627311,7230239.278646754,18662075
205098.186952118,7230237.871888426,18662075
205098.79995767,7230237.682292507,18662075
205099.419755527,7230237.490595802,18662075
205098.575519004,7230236.104377718,18662075
205099.197971441,7230235.912301635,18662075
205099.7506956,7230235.741742273,18662075
205098.974605968,7230234.330506732,18662075
205099.593199369,7230234.139201282,18662075
205100.142116041,7230233.969443972,18662075
205099.350211772,7230232.552903699,18662075
205099.962552197,7230232.362610536,18662075
205100.511957634,7230232.191875281,18662075
205099.735830398,7230230.775335183,18662075
205100.343926602,7230230.586849459,18662075
205100.96053956,7230230.39572388,18662075
205100.076260078,7230229.010127118,18662075
205100.691222201,7230228.819391152,18662075
205101.307887819,7230228.628126832,18662075
205100.410665605,7230227.247772223,18662075
205101.026329928,7230227.056650484,18662075
205101.643694981,7230226.865000784,18662075
205100.803000827,7230225.472046526,18662075
205101.349643614,7230225.302476298,18662075
205100.889602965,7230223.785555672,18662075
205101.161533157,7230223.701046427,18662075
205101.713891359,7230223.529387022,18662075
205101.237867348,7230222.016512776,18662075
205101.856763905,7230221.824095644,18662075
205102.402549055,7230221.654409108,18662075
205101.556052358,7230220.240532692,18662075
205102.176901992,7230220.046001046,18662075
205102.72971331,7230219.872787937,18662075
205101.87992139,7230218.468866426,18662075
205102.496711864,7230218.275945631,18662075
205103.043837299,7230218.104814788,18662075
205102.245622743,7230216.700388399,18662075
205102.861612786,7230216.509059575,18662075
205103.413119023,7230216.337759665,18662075
205102.615561974,7230214.93215344,18662075
205103.233732291,7230214.740070178,18662075
205103.780770681,7230214.570089648,18662075
205102.963531218,7230213.157005428,18662075
205103.582183988,7230212.963611788,18662075
205102.671961909,7230211.579350593,18662075
205103.287687041,7230211.386191071,18662075
205103.903412173,7230211.193031549,18662075
205102.984454001,7230209.820986335,18662075
205103.595957399,7230209.629735691,18662075
205104.202393088,7230209.440069996,18662075
205103.371839462,7230208.041940148,18662075
205103.912608845,7230207.872659747,18662075
205104.522448461,7230207.681757864,18662075
205103.696168303,7230206.274126566,18662075
205104.240564568,7230206.103039221,18662075
205103.73921476,7230204.568288095,18662075
205104.0216544,7230204.499044539,18662075
205104.569355873,7230204.326286376,18662075
205104.056414104,7230202.823095427,18662075
205104.322451368,7230202.73942886,18662075
205104.864628579,7230202.568918517,18662075
205104.376895033,7230201.057144993,18662075
205104.64971197,7230200.971364989,18662075
205105.195345844,7230200.79980498,18662075
205104.679444976,7230199.28326611,18662075
205104.948890571,7230199.197959575,18662075
205105.55514316,7230199.00601987,18662075
205104.935915393,7230197.52544062,18662075
205105.538082269,7230197.334710095,18662075
205106.146977267,7230197.141848502,18662075
205105.231896018,7230195.760137942,18662075
205105.840951279,7230195.567749877,18662075
205106.451689014,7230195.374830353,18662075
205105.532052967,7230193.984860905,18662075
205106.146995748,7230193.790021925,18662075
205106.761938529,7230193.595182945,18662075
205105.822706111,7230192.203754866,18662075
205106.428064399,7230192.011233335,18662075
205107.043540096,7230191.815494174,18662075
205106.104124088,7230190.424779222,18662075
205106.720424676,7230190.228872052,18662075
205105.857574201,7230188.828003575,18662075
205106.405155193,7230188.654916888,18662075
205107.020130769,7230188.460527224,18662075
205106.162645958,7230187.044634768,18662075
205106.707884786,7230186.871566311,18662075
205107.32064545,7230186.677065228,18662075
205106.401577727,7230185.256991605,18662075
205106.95155688,7230185.080539026,18662075
205107.564149044,7230184.883998,18662075
205106.678264785,7230183.475630105,18662075
205107.22701656,7230183.300811002,18662075
205107.831487746,7230183.108241036,18662075
205106.951333792,7230181.710938789,18662075
205107.495765993,7230181.538616606,18662075
205108.107620139,7230181.344954214,18662075
205107.24216052,7230179.935514208,18662075
205107.786723896,7230179.762792017,18662075
205108.400411415,7230179.568145338,18662075
205107.521546859,7230178.153348146,18662075
205108.059461378,7230177.981876292,18662075
205108.668198498,7230177.787828206,18662075
205107.811970245,7230176.385216937,18662075
205108.418335866,7230176.193329366,18662075
205107.783898992,7230174.599896912,18662075
205108.117961296,7230174.616721397,18662075
205108.662943777,7230174.444529717,18662075
205107.798307114,7230173.03399329,18662075
205108.403489695,7230172.841977936,18662075
205109.020472493,7230172.646218551,18662075
205108.080232351,7230171.263182234,18662075
205108.684073285,7230171.071425751,18662075
205109.291278235,7230170.878600988,18662075
205108.381286868,7230169.494962927,18662075
205108.983162224,7230169.30505938,18662075
205109.590095355,7230169.113560005,18662075
205109.094850108,7230167.610914864,18662075
205109.642593121,7230167.438819832,18662075
205108.799761732,7230166.029065211,18662075
205109.406209892,7230165.837504788,18662075
205109.953697814,7230165.664568296,18662075
205109.099029427,7230164.256653372,18662075
205109.704984376,7230164.064737914,18662075
205110.246977413,7230163.893080199,18662075
205109.41209719,7230162.495391062,18662075
205110.021481226,7230162.303476023,18662075
205110.563715506,7230162.132708648,18662075
205109.748724505,7230160.738092764,18662075
205110.359446351,7230160.546795978,18662075
205110.903055906,7230160.376520816,18662075
205110.078900089,7230158.980803921,18662075
205110.686550441,7230158.789940035,18662075
205111.228916044,7230158.619582186,18662075
205110.37936896,7230157.23007039,18662075
205110.98179511,7230157.040511368,18662075
205111.518958428,7230156.871487907,18662075
205110.70845945,7230155.484075135,18662075
205111.315696566,7230155.293803804,18662075
205111.916260748,7230155.105623366,18662075
205111.025880688,7230153.751083795,18662075
205111.632221832,7230153.561789637,18662075
205112.171932081,7230153.393297036,18662075
205111.365012304,7230152.008859989,18662075
205111.965484685,7230151.820996077,18662075
205111.171237831,7230150.436238866,18662075
205111.709198195,7230150.267899879,18662075
205112.31523379,7230150.078258736,18662075
205111.524974621,7230148.703380556,18662075
205112.061552326,7230148.536080128,18662075
205112.664374193,7230148.348125325,18662075
205111.872554149,7230146.977902098,18662075
205112.402007241,7230146.813167701,18662075
205113.005914674,7230146.625267529,18662075
205112.22637449,7230145.25166765,18662075
205112.76201428,7230145.085005275,18662075
205112.279233754,7230143.602776164,18662075
205112.545084354,7230143.530311166,18662075
205113.0800659,7230143.363161538,18662075
205112.58841433,7230141.901253021,18662075
205113.180951634,7230141.716646196,18662075
205113.714070155,7230141.550551476,18662075
205112.910797598,7230140.189652673,18662075
205113.510916643,7230140.002968318,18662075
205114.04508854,7230139.836798726,18662075
205113.261392309,7230138.46706321,18662075
205113.857801607,7230138.281207434,18662075
205114.393251943,7230138.114347967,18662075
205113.610018028,7230136.736264524,18662075
205114.210506536,7230136.548476363,18662075
205114.736758827,7230136.383903771,18662075
205113.944999539,7230135.012135319,18662075
205114.546947434,7230134.82405941,18662075
205115.081279264,7230134.657109835,18662075
205114.299757617,7230133.286793876,18662075
205114.895224132,7230133.101249981,18662075
205115.431308945,7230132.934209078,18662075
205114.624607455,7230131.561760793,18662075
205115.227089682,7230131.373300781,18662075
205115.761895823,7230131.20601025,18662075
205115.000532814,7230129.818012836,18662075
205115.534985248,7230129.650480995,18662075
205116.127171741,7230129.464851579,18662075
205115.316583594,7230128.09305076,18662075
205115.851700969,7230127.925457253,18662075
205116.449579024,7230127.738207717,18662075
205115.611785352,7230126.376497139,18662075
