X,Y,Linha
205855.060022699,7225576.220183278,18662075
205855.728358742,7225576.010980937,18662075
205856.394848553,7225575.802356502,18662075
205855.314154069,7225574.303399648,18662075
205855.98144751,7225574.090719802,18662075
205856.643256346,7225573.87978801,18662075
205855.731599017,7225572.404520162,18662075
205856.396441733,7225572.200506843,18662075
205857.068651128,7225571.994232988,18662075
205856.097362698,7225570.484834527,18662075
205856.770464664,7225570.275208971,18662075
205857.4398784,7225570.06673205,18662075
205856.318168122,7225568.553662856,18662075
205856.986115021,7225568.339114246,18662075
205857.652226901,7225568.125155055,18662075
205856.77838992,7225566.659676173,18662075
205857.450082687,7225566.455391247,18662075
205856.903321909,7225564.799211252,18662075
205857.12144793,7225564.730966352,18662075
205857.783220093,7225564.523918263,18662075
205857.156357604,7225562.887698958,18662075
205857.746362873,7225562.699958199,18662075
205858.4003006,7225562.491874015,18662075
205857.557890349,7225560.98103088,18662075
205858.230649344,7225560.773972314,18662075
205858.823934062,7225560.591373963,18662075
205857.884735119,7225559.075114598,18662075
205858.548243313,7225558.867553626,18662075
205859.143934372,7225558.68120745,18662075
205858.229624869,7225557.15894166,18662075
205858.900712388,7225556.949454693,18662075
205859.569956261,7225556.740543239,18662075
205858.596088066,7225555.251253353,18662075
205859.251050781,7225555.047417134,18662075
205859.918855903,7225554.839584127,18662075
205858.960388282,7225553.310949836,18662075
205859.559314763,7225553.122909551,18662075
205860.228485707,7225552.91281516,18662075
205859.359479514,7225551.421468053,18662075
205859.950897302,7225551.239400642,18662075
205859.442979249,7225549.599167691,18662075
205860.108175692,7225549.392834362,18662075
205860.775214783,7225549.185929473,18662075
205859.774763845,7225547.682676447,18662075
205860.442025483,7225547.473981727,18662075
205861.105600593,7225547.266440016,18662075
205860.156678445,7225545.792432216,18662075
205860.823380861,7225545.586799279,18662075
205861.486420077,7225545.382296193,18662075
205860.535759298,7225543.869007292,18662075
205861.206268293,7225543.660955919,18662075
205861.880481758,7225543.451755091,18662075
205860.946471917,7225541.948084679,18662075
205861.533639047,7225541.764527839,18662075
205862.199216695,7225541.55645875,18662075
205861.279885881,7225540.058416769,18662075
205861.940878778,7225539.854470084,18662075
205862.607410722,7225539.648814349,18662075
205861.684749217,7225538.125975224,18662075
205862.278294707,7225537.940542676,18662075
205861.804872194,7225536.323265665,18662075
205862.467847153,7225536.119805231,18662075
205863.059198779,7225535.938325286,18662075
205862.120548824,7225534.420428949,18662075
205862.785348002,7225534.212293647,18662075
205863.448315776,7225534.00473172,18662075
205862.443719581,7225532.503180526,18662075
205863.098593186,7225532.297619619,18662075
205863.768183052,7225532.087439366,18662075
205862.90512057,7225530.633022994,18662075
205863.559056481,7225530.435004263,18662075
205864.220298939,7225530.234773032,18662075
205863.295519505,7225528.684196877,18662075
205863.89285939,7225528.496930606,18662075
205864.560474556,7225528.287633007,18662075
205863.596161546,7225526.79478635,18662075
205864.181784085,7225526.610508425,18662075
205864.839929539,7225526.403409705,18662075
205864.045479712,7225524.902367241,18662075
205864.638345247,7225524.72166425,18662075
205864.096147033,7225523.096640109,18662075
205864.760762376,7225522.890151842,18662075
205865.423546822,7225522.684232412,18662075
205864.424878069,7225521.206106777,18662075
205865.076841957,7225521.002018393,18662075
205865.739702177,7225520.794519061,18662075
205864.816058371,7225519.292394093,18662075
205865.478725164,7225519.087824097,18662075
205866.148796055,7225518.880968401,18662075
205865.186360255,7225517.412918082,18662075
205865.839913999,7225517.210631916,18662075
205866.498914025,7225517.006660032,18662075
205865.669523249,7225515.501958045,18662075
205866.259506727,7225515.320523551,18662075
205866.913420304,7225515.119428972,18662075
205866.023614505,7225513.583575763,18662075
205866.622002147,7225513.397295474,18662075
205866.070504379,7225511.795346622,18662075
205866.359347923,7225511.705089605,18662075
205866.93703501,7225511.524575571,18662075
205866.505820979,7225509.910152554,18662075
205867.167818844,7225509.70872205,18662075
205867.829816709,7225509.507291547,18662075
205866.901777579,7225508.023178809,18662075
205867.552150388,7225507.822605384,18662075
205868.217097376,7225507.617537315,18662075
205867.197321275,7225506.114466711,18662075
205867.862869528,7225505.905097176,18662075
205868.530251247,7225505.695150865,18662075
205867.646670803,7225504.248788647,18662075
205868.303573956,7225504.049296237,18662075
205868.965936138,7225503.848145993,18662075
205868.012444453,7225502.341457268,18662075
205868.670208741,7225502.136816808,18662075
205869.337134091,7225501.929326202,18662075
205868.40671909,7225500.445463481,18662075
205869.075478907,7225500.239074303,18662075
205869.729580976,7225500.037208723,18662075
205868.808170122,7225498.562714357,18662075
205869.470850346,7225498.358684325,18662075
205868.663624748,7225496.812322993,18662075
205869.251703055,7225496.629586389,18662075
205869.837943618,7225496.447420838,18662075
205869.328806202,7225494.846175476,18662075
205869.97816535,7225494.64592102,18662075
205870.56568077,7225494.464738416,18662075
205869.740021727,7225492.957274259,18662075
205870.404583742,7225492.753320458,18662075
205870.992254284,7225492.572964618,18662075
205870.118429835,7225491.049223405,18662075
205870.784153316,7225490.842466397,18662075
205871.380186736,7225490.657353373,18662075
205870.469928365,7225489.152667058,18662075
205871.129779906,7225488.946880688,18662075
205871.789631448,7225488.741094318,18662075
205870.882698032,7225487.264012598,18662075
205871.551594927,7225487.059259788,18662075
205872.22232945,7225486.85394447,18662075
205871.285169774,7225485.374979377,18662075
205871.949390377,7225485.170405734,18662075
205872.604487071,7225484.968642169,18662075
205871.613238167,7225483.451801435,18662075
205872.279354362,7225483.242612093,18662075
205871.802834189,7225481.648411261,18662075
205872.440600845,7225481.453214693,18662075
205873.029168359,7225481.273076146,18662075
205872.187798523,7225479.754347119,18662075
205872.852323474,7225479.549674539,18662075
205873.445255958,7225479.367052319,18662075
205872.54028665,7225477.866582125,18662075
205873.199461234,7225477.661785057,18662075
205873.858635818,7225477.456987988,18662075
205872.897214976,7225475.958722504,18662075
205873.560691253,7225475.752289953,18662075
205874.226005413,7225475.545285567,18662075
205873.314012667,7225474.040438645,18662075
205873.903356353,7225473.85711868,18662075
205874.569570954,7225473.649887417,18662075
205873.715996122,7225472.147284497,18662075
205874.299755614,7225471.967349397,18662075
205873.775844789,7225470.333613552,18662075
205874.073992859,7225470.2406181,18662075
205874.664801613,7225470.05633877,18662075
205874.095614833,7225468.428154163,18662075
205874.384340146,7225468.337489032,18662075
205874.976409776,7225468.151568132,18662075
205874.497845292,7225466.541867846,18662075
205875.157522048,7225466.339358719,18662075
205875.751231128,7225466.157100505,18662075
205874.846023593,7225464.636344096,18662075
205875.505414043,7225464.430703911,18662075
205876.170299414,7225464.223350057,18662075
205875.201526335,7225462.749405105,18662075
205875.854656291,7225462.546362475,18662075
205876.518702068,7225462.339926376,18662075
205875.61136881,7225460.837356728,18662075
205876.284371528,7225460.630116863,18662075
205876.957374246,7225460.422876999,18662075
205875.926760731,7225458.937192396,18662075
205876.590843028,7225458.728969868,18662075
205876.070475325,7225457.09652091,18662075
205876.290662222,7225457.027901094,18662075
205876.960397368,7225456.819182489,18662075
205876.110481208,7225455.31850236,18662075
205876.70300347,7225455.136598064,18662075
205877.372571971,7225454.931040578,18662075
205876.82527409,7225453.283043912,18662075
205877.413882299,7225453.098181715,18662075
205878.074003654,7225452.890859625,18662075
205877.137129429,7225451.384555869,18662075
205877.795736614,7225451.178290112,18662075
205878.384824151,7225450.993796851,18662075
205877.55540865,7225449.497079007,18662075
205878.205262124,7225449.298186456,18662075
205878.873473041,7225449.09367547,18662075
205877.870835975,7225447.582622672,18662075
205878.533705552,7225447.374615872,18662075
205879.198411334,7225447.166032876,18662075
205878.200029683,7225445.68285743,18662075
205878.863471743,7225445.475306679,18662075
205879.515947819,7225445.27118652,18662075
205878.622991714,7225443.792942803,18662075
205879.289805514,7225443.588833675,18662075
205878.382731101,7225442.072813358,18662075
205878.966320215,7225441.890422157,18662075
205879.628329116,7225441.68352214,18662075
205879.111396045,7225440.046432124,18662075
205879.708475901,7225439.860336754,18662075
205880.364345158,7225439.655918148,18662075
205879.537970541,7225438.159540074,18662075
205880.132482064,7225437.977840116,18662075
205880.800390071,7225437.773708065,18662075
205879.882264544,7225436.253574791,18662075
205880.475647926,7225436.06846063,18662075
205881.140457086,7225435.86106421,18662075
205880.263277689,7225434.353385658,18662075
205880.856208455,7225434.169929565,18662075
205881.518895781,7225433.964890401,18662075
205880.681974432,7225432.460651753,18662075
205881.275481319,7225432.27838664,18662075
205881.942260662,7225432.073619663,18662075
205881.034453195,7225430.554149448,18662075
205881.698701559,7225430.34741535,18662075
205880.744484788,7225428.858924136,18662075
205881.410018037,7225428.652532801,18662075
205882.005881138,7225428.46774717,18662075
205881.560461514,7225426.862411294,18662075
205882.228170928,7225426.65988792,18662075
205882.897719761,7225426.45680663,18662075
205881.922423997,7225424.955938521,18662075
205882.586575573,7225424.749557456,18662075
205883.252561822,7225424.542606277,18662075
205882.279333059,7225423.041561309,18662075
205882.940987598,7225422.83462128,18662075
205883.602642137,7225422.627681252,18662075
205882.722938513,7225421.17365168,18662075
205883.390029228,7225420.97130322,18662075
205884.044326423,7225420.772835415,18662075
205883.126273192,7225419.274603081,18662075
205883.793883842,7225419.069512308,18662075
205884.46333364,7225418.863856545,18662075
205883.435674417,7225417.377094208,18662075
205884.097364286,7225417.169616347,18662075
205883.28439504,7225415.660888683,18662075
205883.879285607,7225415.478485561,18662075
205884.532930798,7225415.278067317,18662075
205884.074504984,7225413.670200067,18662075
205884.737573052,7225413.467739966,18662075
205885.329402403,7225413.287031777,18662075
205884.472223494,7225411.802480564,18662075
205885.129839741,7225411.600184356,18662075
205885.715190466,7225411.4201185,18662075
205884.831800329,7225409.867065525,18662075
205885.508888444,7225409.655597031,18662075
205886.106210014,7225409.469041266,18662075
205885.236391605,7225408.020239188,18662075
205885.885747596,7225407.822027281,18662075
205886.470167988,7225407.643636564,18662075
205885.659126424,7225406.131366477,18662075
205886.320783129,7225405.928493486,18662075
205886.911156377,7225405.747476975,18662075
205886.004452645,7225404.201751476,18662075
205886.672132534,7225403.992486407,18662075
205885.745339922,7225402.552242846,18662075
205886.400395291,7225402.351208785,18662075
205887.053651057,7225402.150727014,18662075
205886.534374174,7225400.52180656,18662075
205887.208848043,7225400.314922291,18662075
205887.883321912,7225400.10803802,18662075
205886.939901613,7225398.61523037,18662075
205887.525278534,7225398.432516152,18662075
205888.179523328,7225398.228306144,18662075
205887.357114069,7225396.723969767,18662075
205887.946743183,7225396.543271812,18662075
205888.615356882,7225396.338368212,18662075
205887.7343494,7225394.845011752,18662075
205888.387085699,7225394.643600319,18662075
205888.97254834,7225394.462947166,18662075
205888.048342567,7225392.947874234,18662075
205888.705481857,7225392.741703899,18662075
205889.28980793,7225392.558377923,18662075
205888.480042449,7225391.074701996,18662075
205889.144499497,7225390.87155755,18662075
205888.228109954,7225389.388380302,18662075
205888.892201621,7225389.184473263,18662075
205889.554463834,7225388.98112795,18662075
205888.566420797,7225387.481348433,18662075
205889.222777175,7225387.275696992,18662075
205889.888275008,7225387.067181326,18662075
205889.341543427,7225385.495472043,18662075
205890.005663682,7225385.292026076,18662075
205890.666144921,7225385.089694883,18662075
205889.82892982,7225383.610096654,18662075
205890.497621643,7225383.407562876,18662075
205891.166313465,7225383.205029098,18662075
205890.179100685,7225381.714198065,18662075
205890.838985024,7225381.508821901,18662075
205889.983961748,7225380.005436486,18662075
205890.569990693,7225379.824444328,18662075
205891.230870687,7225379.620334793,18662075
205890.4412144,7225378.149006878,18662075
205891.099863098,7225377.950920041,18662075
205891.687355844,7225377.774233166,18662075
205890.831835655,7225376.276223822,18662075
205891.486230549,7225376.074699458,18662075
205891.184481161,7225374.434417146,18662075
205891.293703671,7225374.401219849,18662075
205891.952679484,7225374.200929495,18662075
205892.531558789,7225374.024983823,18662075
205892.070490505,7225372.427578083,18662075
205892.728817931,7225372.226182153,18662075
205893.312993092,7225372.047470927,18662075
205892.461948938,7225370.540097349,18662075
205893.125321409,7225370.335419304,18662075
205893.715795806,7225370.153233351,18662075
205892.938638338,7225368.70864177,18662075
205893.587868978,7225368.514004903,18662075
205892.751757051,7225366.997485157,18662075
205893.345230778,7225366.814827135,18662075
205894.008095279,7225366.610812173,18662075
205893.140030986,7225365.149507069,18662075
205893.719869129,7225364.971084719,18662075
205894.371292229,7225364.770634918,18662075
205893.658929211,7225363.278127415,18662075
205894.244406417,7225363.102747675,18662075
205894.908557123,7225362.903801283,18662075
205894.076468509,7225361.422032879,18662075
205894.654908262,7225361.245233103,18662075
205895.309031721,7225361.045300646,18662075
205894.861105717,7225359.442466195,18662075
205895.446403422,7225359.263381531,18662075
205896.102371748,7225359.06267364,18662075
205895.325759084,7225357.588969457,18662075
205895.91370527,7225357.411578246,18662075
205896.576052053,7225357.211739383,18662075
205895.739612107,7225355.744619412,18662075
205896.309899581,7225355.570195368,18662075
205895.552367572,7225354.084324655,18662075
205896.211285809,7225353.885202137,18662075
205896.797595975,7225353.708021495,18662075
205895.992388425,7225352.233233041,18662075
205896.647760312,7225352.034362471,18662075
205897.230914911,7225351.857406013,18662075
205896.451518762,7225350.391660606,18662075
205897.091216793,7225350.198243801,18662075
205897.743493156,7225350.001023856,18662075
205896.929547739,7225348.545008047,18662075
205897.583046643,7225348.348257295,18662075
205898.236545547,7225348.151506543,18662075
205897.401595587,7225346.704654719,18662075
205898.058236013,7225346.507288923,18662075
205898.713072481,7225346.310465341,18662075
205898.227199515,7225344.757445253,18662075
205898.874087867,7225344.561924285,18662075
205898.151632207,7225343.103809387,18662075
205898.731770442,7225342.931120843,18662075
205899.380372196,7225342.738052905,18662075
205898.641612377,7225341.286677838,18662075
205899.222467086,7225341.112783042,18662075
205899.874592312,7225340.917551462,18662075
205899.138826307,7225339.428625677,18662075
205899.713670908,7225339.255284923,18662075
205900.37166913,7225339.056869721,18662075
205899.633873437,7225337.636003681,18662075
205900.268431621,7225337.447231374,18662075
205900.842892372,7225337.276337223,18662075
205900.134895326,7225335.800921269,18662075
205900.791604377,7225335.605409335,18662075
205901.374139679,7225335.431980017,18662075
205900.576326945,7225333.978799271,18662075
205901.221782214,7225333.7833615,18662075
205901.801447276,7225333.607844384,18662075
205901.478496196,7225332.042385185,18662075
205902.12767344,7225331.850161687,18662075
205901.329046144,7225330.414698424,18662075
205901.976238204,7225330.221508394,18662075
205902.630581558,7225330.026183669,18662075
205901.753537509,7225328.585325583,18662075
205902.400625245,7225328.388499813,18662075
205903.049495592,7225328.191131825,18662075
205902.294093918,7225326.775934493,18662075
205902.940452093,7225326.5858879,18662075
205903.592196586,7225326.394257584,18662075
205902.778521482,7225324.949590181,18662075
205903.426666644,7225324.75485952,18662075
205904.069455235,7225324.561738202,18662075
205903.198906016,7225323.125558779,18662075
205903.846591433,7225322.928686743,18662075
205904.492497494,7225322.732355564,18662075
205903.8124133,7225321.28617797,18662075
205904.395177332,7225321.114268368,18662075
205904.021927419,7225319.564232868,18662075
205904.296329096,7225319.482149629,18662075
205904.869917118,7225319.310569182,18662075
205904.423674759,7225317.718983578,18662075
205905.059261339,7225317.524627196,18662075
205905.709211458,7225317.325878578,18662075
205904.892507634,7225315.903981944,18662075
205905.535090267,7225315.711471498,18662075
205906.181242803,7225315.51789155,18662075
205905.377876562,7225314.093243802,18662075
205906.023861023,7225313.90059199,18662075
205906.668060995,7225313.708472365,18662075
205905.865439386,7225312.274650043,18662075
205906.514568791,7225312.080251122,18662075
205907.16013155,7225311.886920326,18662075
205906.362590617,7225310.472500855,18662075
205907.000376188,7225310.282296412,18662075
205907.647019893,7225310.08945024,18662075
205906.849265941,7225308.641887529,18662075
205907.500418448,7225308.446654454,18662075
205907.096999715,7225306.905173469,18662075
205907.377420582,7225306.820820621,18662075
205907.950607889,7225306.648401278,18662075
205907.561852866,7225305.068554791,18662075
205908.209657423,7225304.873587918,18662075
205908.796280439,7225304.697034583,18662075
205908.060112272,7225303.270121699,18662075
205908.704895076,7225303.078211663,18662075
205909.278822628,7225302.907390642,18662075
205908.563758478,7225301.451224742,18662075
205909.212729749,7225301.257279802,18662075
205909.792168384,7225301.084114677,18662075
205909.019720126,7225299.618957391,18662075
205909.662691482,7225299.424404556,18662075
205910.23957967,7225299.249847428,18662075
205909.527581137,7225297.808786424,18662075
205910.175595654,7225297.616233008,18662075
205910.753988776,7225297.444367149,18662075
205910.038309512,7225295.996371256,18662075
205910.687428985,7225295.803270296,18662075
205911.265216647,7225295.631389222,18662075
205910.48665718,7225294.169256066,18662075
205911.131517211,7225293.974501432,18662075
205910.70728796,7225292.445962193,18662075
205911.351764761,7225292.254125165,18662075
205911.987339949,7225292.06493782,18662075
205911.20379128,7225290.628670502,18662075
205911.851255807,7225290.435187264,18662075
205912.502287631,7225290.240638003,18662075
205911.668848886,7225288.800147679,18662075
205912.315809416,7225288.605110376,18662075
205912.962769945,7225288.410073073,18662075
205912.149454881,7225286.983639137,18662075
205912.792635233,7225286.791295414,18662075
205913.442962033,7225286.596814538,18662075
205912.754755676,7225285.158228598,18662075
205913.33441142,7225284.987525862,18662075
205913.98205148,7225284.796802435,18662075
205913.195683494,7225283.328566621,18662075
205913.774198227,7225283.153425995,18662075
205913.421211256,7225281.586161301,18662075
205913.693941035,7225281.504321588,18662075
205914.267921352,7225281.33208376,18662075
205913.965350535,7225279.778613461,18662075
205914.54603007,7225279.607437167,18662075
205915.192817736,7225279.416773111,18662075
205914.416842379,7225277.937869111,18662075
205914.996096904,7225277.762358459,18662075
205915.650672452,7225277.564025988,18662075
205914.870330571,7225276.114812808,18662075
205915.44407006,7225275.941552275,18662075
205916.089081536,7225275.746768694,18662075
205915.393641012,7225274.293732417,18662075
205915.966422701,7225274.123385516,18662075
205916.619751815,7225273.929083583,18662075
205915.900759162,7225272.484934176,18662075
205916.540571967,7225272.295181275,18662075
205917.121407614,7225272.122919563,18662075
205916.419880246,7225270.699692352,18662075
205916.992936608,7225270.530600079,18662075
205916.599618169,7225268.941624585,18662075
205916.887937424,7225268.854702285,18662075
205917.542061733,7225268.657497319,18662075
205917.110455853,7225267.147681109,18662075
205917.748920126,7225266.958215743,18662075
205918.389152997,7225266.768225543,18662075
205917.658096111,7225265.34749905,18662075
205918.306730019,7225265.156694587,18662075
205918.948236081,7225264.967986876,18662075
205918.148081412,7225263.530163741,18662075
205918.793345217,7225263.337075394,18662075
205919.440391519,7225263.143453653,18662075
205918.592079644,7225261.716352525,18662075
205919.236360837,7225261.52226964,18662075
205919.884201595,7225261.327114474,18662075
205919.156153904,7225259.924065474,18662075
205919.790569746,7225259.73814012,18662075
205920.437425115,7225259.548569171,18662075
205919.656777837,7225258.103858298,18662075
205920.308609689,7225257.909651854,18662075
205919.929023576,7225256.379714754,18662075
205920.212161067,7225256.295231256,18662075
205920.780194666,7225256.125739516,18662075
205920.434311876,7225254.559800967,18662075
205921.082675968,7225254.366729734,18662075
205921.664770802,7225254.193392304,18662075
205920.949983787,7225252.768745422,18662075
205921.592828541,7225252.57816612,18662075
205922.157966786,7225252.410623875,18662075
205921.459188557,7225250.962042284,18662075
205922.113167979,7225250.76833909,18662075
205922.686740095,7225250.598451862,18662075
205921.950453764,7225249.171861095,18662075
205922.590241438,7225248.980825905,18662075
205923.228271454,7225248.790315537,18662075
205922.425751016,7225247.348209269,18662075
205923.068940003,7225247.155057641,18662075
205923.715702262,7225246.960832947,18662075
205922.95485361,7225245.57028498,18662075
205923.593084319,7225245.383225,18662075
205924.234860754,7225245.195125796,18662075
205923.540519153,7225243.749394383,18662075
205924.112973594,7225243.579481122,18662075
205923.721935448,7225242.001651209,18662075
205923.998486735,7225241.9180244,18662075
205924.572999733,7225241.744296449,18662075
205924.25545954,7225240.244551864,18662075
205924.887621108,7225240.059537474,18662075
205925.456741633,7225239.892973272,18662075
205924.768538184,7225238.423150261,18662075
205925.41891482,7225238.230128742,18662075
205926.002816495,7225238.056835943,18662075
205925.213709115,7225236.62460358,18662075
205925.852152323,7225236.431919619,18662075
205926.422002459,7225236.259937242,18662075
205925.757576407,7225234.833714671,18662075
205926.40149736,7225234.6446696,18662075
205927.045418312,7225234.45562453,18662075
205926.223599765,7225233.028529385,18662075
205926.867259904,7225232.835641532,18662075
205927.507373707,7225232.643816422,18662075
205926.770443849,7225231.262595038,18662075
205927.404036586,7225231.076554107,18662075
205927.109091701,7225229.500633127,18662075
205927.320667142,7225229.43798962,18662075
205927.962565517,7225229.247935591,18662075
205927.536323376,7225227.733423988,18662075
205928.099778995,7225227.563564128,18662075
205928.72391445,7225227.375411667,18662075
205928.099035958,7225225.930839781,18662075
205928.678863318,7225225.76139656,18662075
205929.334086187,7225225.569920474,18662075
205928.61759204,7225224.161841849,18662075
205929.176833345,7225223.996616689,18662075
205929.81471796,7225223.80815674,18662075
205929.094297898,7225222.351614371,18662075
205929.665779216,7225222.179854888,18662075
205930.311570799,7225221.985761357,18662075
205929.611045629,7225220.541479673,18662075
205930.186222433,7225220.370441491,18662075
205930.834409296,7225220.177692578,18662075
205930.146310886,7225218.774933293,18662075
205930.716621813,7225218.607513392,18662075
205931.346596038,7225218.422578794,18662075
205930.672007844,7225216.964936133,18662075
205931.24741485,7225216.79430177,18662075
205930.850623588,7225215.251032908,18662075
205931.490957391,7225215.057900772,18662075
205932.048837252,7225214.889637707,18662075
205931.397944507,7225213.463557225,18662075
205932.043574733,7225213.274017506,18662075
205932.620030292,7225213.104785616,18662075
205931.948957619,7225211.694888218,18662075
205932.580097189,7225211.509820675,18662075
205933.149875967,7225211.342745812,18662075
205932.415827977,7225209.893446752,18662075
205933.048870431,7225209.703701921,18662075
205933.621791535,7225209.531977548,18662075
205932.93976491,7225208.118031583,18662075
205933.578488339,7225207.929745257,18662075
205934.211933063,7225207.743015015,18662075
205933.469935917,7225206.347066294,18662075
205934.109809965,7225206.15901461,18662075
205933.806475615,7225204.606326444,18662075
205934.012879831,7225204.54545938,18662075
205934.662341372,7225204.353938017,18662075
205934.275128748,7225202.839724107,18662075
205934.488593661,7225202.775866936,18662075
205935.113369018,7225202.5889679,18662075
205934.818134998,7225201.045015746,18662075
205935.393856634,7225200.875539107,18662075
205936.037101179,7225200.686185579,18662075
205935.376657215,7225199.29424308,18662075
205935.94718308,7225199.128402634,18662075
205936.585962039,7225198.94272238,18662075
205935.888393113,7225197.501922111,18662075
205936.453643906,7225197.333879899,18662075
205937.092852745,7225197.143850856,18662075
205936.43131212,7225195.729564572,18662075
205937.004180888,7225195.561705682,18662075
205937.63521787,7225195.376802661,18662075
205936.968359,7225193.969371504,18662075
205937.536369328,7225193.803189565,18662075
205938.174504387,7225193.616491339,18662075
205937.505522914,7225192.196458718,18662075
205938.077598449,7225192.028583831,18662075
205937.780856211,7225190.511055089,18662075
205938.06571183,7225190.427410032,18662075
205938.630180327,7225190.261659398,18662075
205938.298594812,7225188.739898745,18662075
205938.935415273,7225188.552088925,18662075
205939.570481407,7225188.364796487,18662075
205938.840411712,7225186.987145089,18662075
205939.472721287,7225186.802403496,18662075
205940.106777573,7225186.617151566,18662075
205939.363046506,7225185.226664671,18662075
205939.995262412,7225185.040292069,18662075
205940.623995035,7225184.854946313,18662075
205939.896071895,7225183.462700546,18662075
205940.533641371,7225183.275101304,18662075
205941.169464081,7225183.088016031,18662075
205940.444388904,7225181.699137047,18662075
205941.081489834,7225181.512870981,18662075
205941.718590763,7225181.326604917,18662075
205940.989036064,7225179.93871884,18662075
205941.621890929,7225179.752942164,18662075
205941.299542633,7225178.236997052,18662075
205941.513826504,7225178.173715651,18662075
205942.137514519,7225177.989530759,18662075
205941.821252536,7225176.464802386,18662075
205942.462246414,7225176.276332702,18662075
205943.031040433,7225176.109091748,18662075
205942.3353754,7225174.713926529,18662075
205942.965309538,7225174.528309559,18662075
205943.520623379,7225174.364680273,18662075
205942.887037045,7225172.957372842,18662075
205943.522482656,7225172.771949473,18662075
205944.09140779,7225172.605936814,18662075
205943.383749845,7225171.178604795,18662075
205944.019686013,7225170.990025956,18662075
205944.65737891,7225170.800926181,18662075
205943.945241573,7225169.419981266,18662075
205944.571442695,7225169.237143255,18662075
205945.204640479,7225169.052262361,18662075
205944.605638416,7225167.646816548,18662075
205945.178954837,7225167.481839241,18662075
205944.815493575,7225165.94047312,18662075
205945.095299532,7225165.856762771,18662075
205945.660157808,7225165.687772506,18662075
205945.362253935,7225164.182573818,18662075
205946.002456755,7225163.995708758,18662075
205946.568992401,7225163.830345979,18662075
205945.936581096,7225162.431323031,18662075
205946.504203679,7225162.266451142,18662075
205947.132954849,7225162.083823819,18662075
205946.460189872,7225160.664795911,18662075
205947.0941241,7225160.477849003,18662075
205947.659949691,7225160.310987299,18662075
205946.966352604,7225158.885382047,18662075
205947.608809525,7225158.69529343,18662075
205948.177339896,7225158.527078025,18662075
205947.545479111,7225157.132315081,18662075
205948.177774026,7225156.949297853,18662075
205948.748595825,7225156.784073967,18662075
205948.14802703,7225155.388310672,18662075
205948.784619976,7225155.205903087,18662075
205949.417695833,7225155.024503279,18662075
205948.668237466,7225153.607932453,18662075
205949.307745726,7225153.419068145,18662075
205949.041023149,7225151.922036289,18662075
205949.253458506,7225151.860749766,18662075
205949.889008913,7225151.677396699,18662075
205949.619229787,7225150.167442722,18662075
205950.18714055,7225150.00285594,18662075
205950.821658131,7225149.818965769,18662075
205950.166930831,7225148.406790046,18662075
205950.792406498,7225148.22404357,18662075
205951.358313053,7225148.058701521,18662075
205950.767543883,7225146.655825255,18662075
205951.408059821,7225146.471610025,18662075
205951.974670074,7225146.308650399,18662075
205951.356777015,7225144.893284194,18662075
205951.998412338,7225144.70736281,18662075
205952.559184031,7225144.544872615,18662075
205951.925071559,7225143.129087769,18662075
205952.562471456,7225142.94343977,18662075
205953.129634449,7225142.778248851,18662075
205952.535494137,7225141.378745976,18662075
205953.179240176,7225141.194237514,18662075
205952.853273312,7225139.709898091,18662075
205953.13600755,7225139.628568406,18662075
205953.769964443,7225139.446208059,18662075
205953.497190545,7225137.9351861,18662075
205954.0694308,7225137.769872771,18662075
205954.708579145,7225137.585230498,18662075
205954.033007504,7225136.208641216,18662075
205954.666636626,7225136.02586517,18662075
205955.296774679,7225135.844096156,18662075
205954.721447747,7225134.419843053,18662075
205955.295458381,7225134.255115331,18662075
205955.935222555,7225134.071517871,18662075
205955.317864765,7225132.702656068,18662075
205955.877539624,7225132.54252754,18662075
205956.503058585,7225132.363560361,18662075
205955.894148576,7225130.928504649,18662075
205956.503732075,7225130.751728,18662075
205957.141668296,7225130.566729181,18662075
205956.435049381,7225129.197853669,18662075
205957.073210569,7225129.014103211,18662075
205956.825519838,7225127.500269775,18662075
205957.043357486,7225127.437353912,18662075
205957.682816389,7225127.25266541,18662075
205957.07648913,7225125.84822351,18662075
205957.643592848,7225125.684773229,18662075
205958.280926129,7225125.501081427,18662075
205958.008565114,7225123.996787911,18662075
205958.564821896,7225123.835753752,18662075
205959.19979426,7225123.65193174,18662075
205958.615544569,7225122.257199491,18662075
205959.181516694,7225122.095421813,18662075
205959.816038237,7225121.914049946,18662075
205959.161985502,7225120.515670244,18662075
205959.72883979,7225120.350775588,18662075
205960.35481385,7225120.168683331,18662075
205959.779154458,7225118.764985412,18662075
205960.423191378,7225118.580623583,18662075
205960.998413393,7225118.415960688,18662075
205960.345095609,7225117.02118669,18662075
205960.975150237,7225116.838362846,18662075
205961.539066533,7225116.674730456,18662075
205960.921124883,7225115.2667123,18662075
205961.558879899,7225115.081726043,18662075
205961.248993693,7225113.591219553,18662075
205961.532255906,7225113.509625585,18662075
205962.169156038,7225113.326165853,18662075
205961.843579102,7225111.853725108,18662075
205962.468590839,7225111.674038397,18662075
205963.100585948,7225111.492344013,18662075
205962.410881362,7225110.104421304,18662075
205963.046952447,7225109.92068633,18662075
205963.677752226,7225109.738474022,18662075
205962.962852537,7225108.324683182,18662075
205963.601641233,7225108.137510708,18662075
205964.238665319,7225107.950855284,18662075
205963.650626472,7225106.578773014,18662075
